,Subject,Start Date,Start Time,End Time,Description,End Date,Categories,Start DateTime,End DateTime,Time Spent,Time Spent (Minutes),Month,Day
1229,Break,5/4/2024,12:00:00,13:30:00," 
",5/4/2024,Break,2024-04-05 12:00:00,2024-04-05 13:30:00,0 days 01:30:00,90.0,April,5
1230,Εργασία,5/4/2024,10:15:00,12:00:00," 
",5/4/2024,Εργασία,2024-04-05 10:15:00,2024-04-05 12:00:00,0 days 01:45:00,105.0,April,5
1231,Other,5/4/2024,10:00:00,10:15:00," 
",5/4/2024,Other,2024-04-05 10:00:00,2024-04-05 10:15:00,0 days 00:15:00,15.0,April,5
1233,Other,5/4/2024,09:00:00,09:30:00," 
",5/4/2024,Other,2024-04-05 09:00:00,2024-04-05 09:30:00,0 days 00:30:00,30.0,April,5
1234,Χαζεύω,5/4/2024,08:30:00,09:00:00," 
",5/4/2024,Χαζεύω,2024-04-05 08:30:00,2024-04-05 09:00:00,0 days 00:30:00,30.0,April,5
1235,Ύπνος,5/4/2024,00:00:00,08:30:00," 
",5/4/2024,Ύπνος,2024-04-05 00:00:00,2024-04-05 08:30:00,0 days 08:30:00,510.0,April,5
1236,<3,4/4/2024,23:45:00,00:00:00," 
",5/4/2024,Purple category,2024-04-04 23:45:00,2024-04-05 00:00:00,0 days 00:15:00,15.0,April,4
1237,Σπίτι,4/4/2024,19:00:00,20:00:00," 
",4/4/2024,Σπίτι,2024-04-04 19:00:00,2024-04-04 20:00:00,0 days 01:00:00,60.0,April,4
1238,Erroneous Tasks,4/4/2024,21:00:00,23:15:00," 
",4/4/2024,Erroneοus Tasks,2024-04-04 21:00:00,2024-04-04 23:15:00,0 days 02:15:00,135.0,April,4
1239,Other,4/4/2024,23:15:00,23:45:00," 
",4/4/2024,Other,2024-04-04 23:15:00,2024-04-04 23:45:00,0 days 00:30:00,30.0,April,4
1240,Οικογένεια,4/4/2024,20:00:00,20:30:00," 
",4/4/2024,Οικογένεια,2024-04-04 20:00:00,2024-04-04 20:30:00,0 days 00:30:00,30.0,April,4
1242,Χαζεύω,4/4/2024,20:30:00,21:00:00," 
",4/4/2024,Χαζεύω,2024-04-04 20:30:00,2024-04-04 21:00:00,0 days 00:30:00,30.0,April,4
1243,Χαζεύω,3/4/2024,22:00:00,23:00:00," 
",3/4/2024,Χαζεύω,2024-04-03 22:00:00,2024-04-03 23:00:00,0 days 01:00:00,60.0,April,3
1244,<3,3/4/2024,23:15:00,00:00:00," 
",4/4/2024,Purple category,2024-04-03 23:15:00,2024-04-04 00:00:00,0 days 00:45:00,45.0,April,3
1245,Σπίτι,3/4/2024,19:00:00,19:30:00," 
",3/4/2024,Σπίτι,2024-04-03 19:00:00,2024-04-03 19:30:00,0 days 00:30:00,30.0,April,3
1246,Χαζεύω,3/4/2024,19:30:00,21:00:00," 
",3/4/2024,Χαζεύω,2024-04-03 19:30:00,2024-04-03 21:00:00,0 days 01:30:00,90.0,April,3
1247,Εργασία,5/4/2024,13:30:00,14:45:00," 
",5/4/2024,Εργασία,2024-04-05 13:30:00,2024-04-05 14:45:00,0 days 01:15:00,75.0,April,5
1248,Break,5/4/2024,14:45:00,15:00:00," 
",5/4/2024,Break,2024-04-05 14:45:00,2024-04-05 15:00:00,0 days 00:15:00,15.0,April,5
1249,Εργασία,5/4/2024,15:00:00,16:45:00," 
",5/4/2024,Εργασία,2024-04-05 15:00:00,2024-04-05 16:45:00,0 days 01:45:00,105.0,April,5
1250,Break,5/4/2024,16:45:00,17:00:00," 
",5/4/2024,Break,2024-04-05 16:45:00,2024-04-05 17:00:00,0 days 00:15:00,15.0,April,5
1251,Erroneous Tasks,4/4/2024,18:15:00,19:00:00," 
",4/4/2024,Erroneοus Tasks,2024-04-04 18:15:00,2024-04-04 19:00:00,0 days 00:45:00,45.0,April,4
1252,Erroneous Tasks,5/4/2024,19:00:00,20:00:00," 
",5/4/2024,Erroneοus Tasks,2024-04-05 19:00:00,2024-04-05 20:00:00,0 days 01:00:00,60.0,April,5
1253,Other,5/4/2024,17:00:00,19:00:00," 
",5/4/2024,Other,2024-04-05 17:00:00,2024-04-05 19:00:00,0 days 02:00:00,120.0,April,5
1254,Break,5/4/2024,20:00:00,20:15:00," 
",5/4/2024,Break,2024-04-05 20:00:00,2024-04-05 20:15:00,0 days 00:15:00,15.0,April,5
1256,Οικογένεια,6/4/2024,22:00:00,23:30:00," 
",6/4/2024,Οικογένεια,2024-04-06 22:00:00,2024-04-06 23:30:00,0 days 01:30:00,90.0,April,6
1257,<3,7/4/2024,16:30:00,17:15:00," 
",7/4/2024,Purple category,2024-04-07 16:30:00,2024-04-07 17:15:00,0 days 00:45:00,45.0,April,7
1258,Χαζεύω,7/4/2024,15:45:00,16:30:00," 
",7/4/2024,Χαζεύω,2024-04-07 15:45:00,2024-04-07 16:30:00,0 days 00:45:00,45.0,April,7
1259,Exercise,7/4/2024,13:15:00,15:00:00," 
",7/4/2024,Exercise,2024-04-07 13:15:00,2024-04-07 15:00:00,0 days 01:45:00,105.0,April,7
1260,Other,7/4/2024,15:00:00,15:30:00," 
",7/4/2024,Other,2024-04-07 15:00:00,2024-04-07 15:30:00,0 days 00:30:00,30.0,April,7
1261,Σπίτι,7/4/2024,15:30:00,15:45:00," 
",7/4/2024,Σπίτι,2024-04-07 15:30:00,2024-04-07 15:45:00,0 days 00:15:00,15.0,April,7
1262,Οικογένεια,18/4/2024,18:30:00,23:45:00," 
",18/4/2024,Οικογένεια,2024-04-18 18:30:00,2024-04-18 23:45:00,0 days 05:15:00,315.0,April,18
1263,Χαζεύω,7/4/2024,09:30:00,10:00:00," 
",7/4/2024,Χαζεύω,2024-04-07 09:30:00,2024-04-07 10:00:00,0 days 00:30:00,30.0,April,7
1264,Ύπνος,7/4/2024,01:30:00,09:30:00," 
",7/4/2024,Ύπνος,2024-04-07 01:30:00,2024-04-07 09:30:00,0 days 08:00:00,480.0,April,7
1265,Ύπνος,6/4/2024,01:00:00,10:30:00," 
",6/4/2024,Ύπνος,2024-04-06 01:00:00,2024-04-06 10:30:00,0 days 09:30:00,570.0,April,6
1266,Σπίτι,7/4/2024,10:00:00,10:30:00," 
",7/4/2024,Σπίτι,2024-04-07 10:00:00,2024-04-07 10:30:00,0 days 00:30:00,30.0,April,7
1267,Οικογένεια (,7/4/2024,11:30:00,13:15:00," 
",7/4/2024,Οικογένεια,2024-04-07 11:30:00,2024-04-07 13:15:00,0 days 01:45:00,105.0,April,7
1268,Χαζεύω,7/4/2024,10:30:00,11:30:00," 
",7/4/2024,Χαζεύω,2024-04-07 10:30:00,2024-04-07 11:30:00,0 days 01:00:00,60.0,April,7
1269,<3,7/4/2024,00:00:00,01:30:00," 
",7/4/2024,Purple category,2024-04-07 00:00:00,2024-04-07 01:30:00,0 days 01:30:00,90.0,April,7
1270,<3,5/4/2024,22:00:00,00:00:00," 
",6/4/2024,Purple category,2024-04-05 22:00:00,2024-04-06 00:00:00,0 days 02:00:00,120.0,April,5
1271,Erroneous Tasks,7/4/2024,17:15:00,18:00:00," 
",7/4/2024,Erroneοus Tasks,2024-04-07 17:15:00,2024-04-07 18:00:00,0 days 00:45:00,45.0,April,7
1272,Φίλοι,7/4/2024,20:00:00,23:00:00," 
",7/4/2024,Φίλοι,2024-04-07 20:00:00,2024-04-07 23:00:00,0 days 03:00:00,180.0,April,7
1273,Χαζεύω,6/4/2024,10:30:00,14:15:00," 
",6/4/2024,Χαζεύω,2024-04-06 10:30:00,2024-04-06 14:15:00,0 days 03:45:00,225.0,April,6
1274,Σπίτι,6/4/2024,14:15:00,16:00:00," 
",6/4/2024,Σπίτι,2024-04-06 14:15:00,2024-04-06 16:00:00,0 days 01:45:00,105.0,April,6
1275,<3,6/4/2024,16:00:00,17:00:00," 
",6/4/2024,Purple category,2024-04-06 16:00:00,2024-04-06 17:00:00,0 days 01:00:00,60.0,April,6
1276,Χαζεύω,7/4/2024,18:15:00,18:30:00," 
",7/4/2024,Χαζεύω,2024-04-07 18:15:00,2024-04-07 18:30:00,0 days 00:15:00,15.0,April,7
1278,Other,7/4/2024,19:30:00,20:00:00," 
",7/4/2024,Other,2024-04-07 19:30:00,2024-04-07 20:00:00,0 days 00:30:00,30.0,April,7
1279,Ύπνος,8/4/2024,23:00:00,08:00:00," 
",9/4/2024,Ύπνος,2024-04-08 23:00:00,2024-04-09 08:00:00,0 days 09:00:00,540.0,April,8
1280,Ύπνος,10/4/2024,00:00:00,06:30:00," 
",10/4/2024,Ύπνος,2024-04-10 00:00:00,2024-04-10 06:30:00,0 days 06:30:00,390.0,April,10
1281,Ύπνος,10/4/2024,23:30:00,08:30:00," 
",11/4/2024,Ύπνος,2024-04-10 23:30:00,2024-04-11 08:30:00,0 days 09:00:00,540.0,April,10
1282,Ύπνος,12/4/2024,01:30:00,08:00:00," 
",12/4/2024,Ύπνος,2024-04-12 01:30:00,2024-04-12 08:00:00,0 days 06:30:00,390.0,April,12
1283,Ύπνος,13/4/2024,03:00:00,10:00:00," 
",13/4/2024,Ύπνος,2024-04-13 03:00:00,2024-04-13 10:00:00,0 days 07:00:00,420.0,April,13
1284,Ύπνος,14/4/2024,01:30:00,10:00:00," 
",14/4/2024,Ύπνος,2024-04-14 01:30:00,2024-04-14 10:00:00,0 days 08:30:00,510.0,April,14
1285,Ύπνος,15/4/2024,01:30:00,06:30:00," 
",15/4/2024,Ύπνος,2024-04-15 01:30:00,2024-04-15 06:30:00,0 days 05:00:00,300.0,April,15
1286,Ύπνος,15/4/2024,23:00:00,07:30:00," 
",16/4/2024,Ύπνος,2024-04-15 23:00:00,2024-04-16 07:30:00,0 days 08:30:00,510.0,April,15
1287,Ύπνος,16/4/2024,23:00:00,07:00:00," 
",17/4/2024,Ύπνος,2024-04-16 23:00:00,2024-04-17 07:00:00,0 days 08:00:00,480.0,April,16
1288,Ύπνος,17/4/2024,23:30:00,06:30:00," 
",18/4/2024,Ύπνος,2024-04-17 23:30:00,2024-04-18 06:30:00,0 days 07:00:00,420.0,April,17
1289,Ύπνος,18/4/2024,23:45:00,07:15:00," 
",19/4/2024,Ύπνος,2024-04-18 23:45:00,2024-04-19 07:15:00,0 days 07:30:00,450.0,April,18
1290,Ύπνος,20/4/2024,00:00:00,09:00:00," 
",20/4/2024,Ύπνος,2024-04-20 00:00:00,2024-04-20 09:00:00,0 days 09:00:00,540.0,April,20
1291,Ύπνος,20/4/2024,23:45:00,07:00:00," 
",21/4/2024,Ύπνος,2024-04-20 23:45:00,2024-04-21 07:00:00,0 days 07:15:00,435.0,April,20
1292,Ύπνος,22/4/2024,00:00:00,07:00:00," 
",22/4/2024,Ύπνος,2024-04-22 00:00:00,2024-04-22 07:00:00,0 days 07:00:00,420.0,April,22
1293,Εργασία,8/4/2024,09:00:00,12:00:00," 
",8/4/2024,Εργασία,2024-04-08 09:00:00,2024-04-08 12:00:00,0 days 03:00:00,180.0,April,8
1294,Εργασία,9/4/2024,10:00:00,10:45:00," 
",9/4/2024,Εργασία,2024-04-09 10:00:00,2024-04-09 10:45:00,0 days 00:45:00,45.0,April,9
1295,Εργασία,10/4/2024,07:30:00,10:30:00," 
",10/4/2024,Εργασία,2024-04-10 07:30:00,2024-04-10 10:30:00,0 days 03:00:00,180.0,April,10
1296,Εργασία,11/4/2024,09:00:00,10:30:00," 
",11/4/2024,Εργασία,2024-04-11 09:00:00,2024-04-11 10:30:00,0 days 01:30:00,90.0,April,11
1297,Εργασία,12/4/2024,09:00:00,10:30:00," 
",12/4/2024,Εργασία,2024-04-12 09:00:00,2024-04-12 10:30:00,0 days 01:30:00,90.0,April,12
1298,Εργασία,8/4/2024,13:00:00,16:00:00," 
",8/4/2024,Εργασία,2024-04-08 13:00:00,2024-04-08 16:00:00,0 days 03:00:00,180.0,April,8
1299,Χαζεύω,7/4/2024,23:30:00,00:30:00," 
",8/4/2024,Χαζεύω,2024-04-07 23:30:00,2024-04-08 00:30:00,0 days 01:00:00,60.0,April,7
1300,<3,7/4/2024,23:00:00,23:30:00," 
",7/4/2024,Purple category,2024-04-07 23:00:00,2024-04-07 23:30:00,0 days 00:30:00,30.0,April,7
1301,Break,8/4/2024,12:00:00,13:00:00," 
",8/4/2024,Break,2024-04-08 12:00:00,2024-04-08 13:00:00,0 days 01:00:00,60.0,April,8
1302,Break,9/4/2024,12:00:00,13:00:00," 
",9/4/2024,Break,2024-04-09 12:00:00,2024-04-09 13:00:00,0 days 01:00:00,60.0,April,9
1303,Break,10/4/2024,12:00:00,13:00:00," 
",10/4/2024,Break,2024-04-10 12:00:00,2024-04-10 13:00:00,0 days 01:00:00,60.0,April,10
1304,Break,9/4/2024,10:45:00,11:00:00," 
",9/4/2024,Break,2024-04-09 10:45:00,2024-04-09 11:00:00,0 days 00:15:00,15.0,April,9
1305,Break,10/4/2024,10:30:00,11:00:00," 
",10/4/2024,Break,2024-04-10 10:30:00,2024-04-10 11:00:00,0 days 00:30:00,30.0,April,10
1306,Break,12/4/2024,10:30:00,11:00:00," 
",12/4/2024,Break,2024-04-12 10:30:00,2024-04-12 11:00:00,0 days 00:30:00,30.0,April,12
1307,Εργασία,9/4/2024,13:00:00,14:45:00," 
",9/4/2024,Εργασία,2024-04-09 13:00:00,2024-04-09 14:45:00,0 days 01:45:00,105.0,April,9
1308,Εργασία,9/4/2024,15:00:00,16:15:00," 
",9/4/2024,Εργασία,2024-04-09 15:00:00,2024-04-09 16:15:00,0 days 01:15:00,75.0,April,9
1309,Εργασία,10/4/2024,13:00:00,15:30:00," 
",10/4/2024,Εργασία,2024-04-10 13:00:00,2024-04-10 15:30:00,0 days 02:30:00,150.0,April,10
1310,Εργασία,11/4/2024,12:30:00,13:00:00," 
",11/4/2024,Εργασία,2024-04-11 12:30:00,2024-04-11 13:00:00,0 days 00:30:00,30.0,April,11
1311,Εργασία,12/4/2024,14:00:00,16:00:00," 
",12/4/2024,Εργασία,2024-04-12 14:00:00,2024-04-12 16:00:00,0 days 02:00:00,120.0,April,12
1312,Εργασία,9/4/2024,11:00:00,12:00:00," 
",9/4/2024,Εργασία,2024-04-09 11:00:00,2024-04-09 12:00:00,0 days 01:00:00,60.0,April,9
1313,Εργασία,10/4/2024,11:00:00,12:00:00," 
",10/4/2024,Εργασία,2024-04-10 11:00:00,2024-04-10 12:00:00,0 days 01:00:00,60.0,April,10
1314,Εργασία,11/4/2024,11:00:00,12:00:00," 
",11/4/2024,Εργασία,2024-04-11 11:00:00,2024-04-11 12:00:00,0 days 01:00:00,60.0,April,11
1315,Εργασία,12/4/2024,11:00:00,12:00:00," 
",12/4/2024,Εργασία,2024-04-12 11:00:00,2024-04-12 12:00:00,0 days 01:00:00,60.0,April,12
1316,Other,9/4/2024,08:00:00,08:45:00," 
",9/4/2024,Other,2024-04-09 08:00:00,2024-04-09 08:45:00,0 days 00:45:00,45.0,April,9
1318,Other,10/4/2024,06:30:00,07:00:00," 
",10/4/2024,Other,2024-04-10 06:30:00,2024-04-10 07:00:00,0 days 00:30:00,30.0,April,10
1320,Other,11/4/2024,08:30:00,09:00:00," 
",11/4/2024,Other,2024-04-11 08:30:00,2024-04-11 09:00:00,0 days 00:30:00,30.0,April,11
1321,Φίλοι,8/4/2024,16:00:00,17:00:00," 
",8/4/2024,Φίλοι,2024-04-08 16:00:00,2024-04-08 17:00:00,0 days 01:00:00,60.0,April,8
1322,Exercise,9/4/2024,18:00:00,19:00:00," 
",9/4/2024,Exercise,2024-04-09 18:00:00,2024-04-09 19:00:00,0 days 01:00:00,60.0,April,9
1323,Other,9/4/2024,19:00:00,19:30:00," 
",9/4/2024,Other,2024-04-09 19:00:00,2024-04-09 19:30:00,0 days 00:30:00,30.0,April,9
1324,Other,9/4/2024,17:45:00,18:00:00," 
",9/4/2024,Other,2024-04-09 17:45:00,2024-04-09 18:00:00,0 days 00:15:00,15.0,April,9
1325,Οικογένεια,9/4/2024,17:30:00,17:45:00," 
",9/4/2024,Οικογένεια,2024-04-09 17:30:00,2024-04-09 17:45:00,0 days 00:15:00,15.0,April,9
1326,<3,9/4/2024,20:30:00,22:00:00," 
",9/4/2024,Purple category,2024-04-09 20:30:00,2024-04-09 22:00:00,0 days 01:30:00,90.0,April,9
1327,<3,11/4/2024,22:30:00,23:00:00," 
",11/4/2024,Purple category,2024-04-11 22:30:00,2024-04-11 23:00:00,0 days 00:30:00,30.0,April,11
1328,<3,12/4/2024,17:00:00,03:00:00," 
",13/4/2024,Purple category,2024-04-12 17:00:00,2024-04-13 03:00:00,0 days 10:00:00,600.0,April,12
1329,Χαζεύω,11/4/2024,20:00:00,22:30:00," 
",11/4/2024,Χαζεύω,2024-04-11 20:00:00,2024-04-11 22:30:00,0 days 02:30:00,150.0,April,11
1330,Σπίτι,8/4/2024,18:30:00,19:00:00," 
",8/4/2024,Σπίτι,2024-04-08 18:30:00,2024-04-08 19:00:00,0 days 00:30:00,30.0,April,8
1331,Χαζεύω,8/4/2024,20:00:00,20:30:00," 
",8/4/2024,Χαζεύω,2024-04-08 20:00:00,2024-04-08 20:30:00,0 days 00:30:00,30.0,April,8
1332,<3,8/4/2024,22:30:00,23:00:00," 
",8/4/2024,Purple category,2024-04-08 22:30:00,2024-04-08 23:00:00,0 days 00:30:00,30.0,April,8
1333,Σπίτι,9/4/2024,19:30:00,20:00:00," 
",9/4/2024,Σπίτι,2024-04-09 19:30:00,2024-04-09 20:00:00,0 days 00:30:00,30.0,April,9
1334,Χαζεύω,9/4/2024,20:00:00,20:30:00," 
",9/4/2024,Χαζεύω,2024-04-09 20:00:00,2024-04-09 20:30:00,0 days 00:30:00,30.0,April,9
1335,Οικογένεια,8/4/2024,18:00:00,18:30:00," 
",8/4/2024,Οικογένεια,2024-04-08 18:00:00,2024-04-08 18:30:00,0 days 00:30:00,30.0,April,8
1336,Ύπνος,8/4/2024,19:00:00,20:00:00," 
",8/4/2024,Ύπνος,2024-04-08 19:00:00,2024-04-08 20:00:00,0 days 01:00:00,60.0,April,8
1337,<3,16/4/2024,22:30:00,23:00:00," 
",16/4/2024,Purple category,2024-04-16 22:30:00,2024-04-16 23:00:00,0 days 00:30:00,30.0,April,16
1338,<3,17/4/2024,23:00:00,23:30:00," 
",17/4/2024,Purple category,2024-04-17 23:00:00,2024-04-17 23:30:00,0 days 00:30:00,30.0,April,17
1339,<3,18/4/2024,18:15:00,18:30:00," 
",18/4/2024,Purple category,2024-04-18 18:15:00,2024-04-18 18:30:00,0 days 00:15:00,15.0,April,18
1340,<3,19/4/2024,21:00:00,21:45:00," 
",19/4/2024,Purple category,2024-04-19 21:00:00,2024-04-19 21:45:00,0 days 00:45:00,45.0,April,19
1341,<3,21/4/2024,23:30:00,00:00:00," 
",22/4/2024,Purple category,2024-04-21 23:30:00,2024-04-22 00:00:00,0 days 00:30:00,30.0,April,21
1342,Χαζεύω,15/4/2024,19:30:00,22:30:00," 
",15/4/2024,Χαζεύω,2024-04-15 19:30:00,2024-04-15 22:30:00,0 days 03:00:00,180.0,April,15
1343,Χαζεύω,16/4/2024,21:30:00,22:00:00," 
",16/4/2024,Χαζεύω,2024-04-16 21:30:00,2024-04-16 22:00:00,0 days 00:30:00,30.0,April,16
1344,Other,16/4/2024,08:30:00,09:00:00," 
",16/4/2024,Other,2024-04-16 08:30:00,2024-04-16 09:00:00,0 days 00:30:00,30.0,April,16
1346,Εργασία,16/4/2024,10:30:00,11:30:00," 
",16/4/2024,Εργασία,2024-04-16 10:30:00,2024-04-16 11:30:00,0 days 01:00:00,60.0,April,16
1347,Break,16/4/2024,12:00:00,13:00:00," 
",16/4/2024,Break,2024-04-16 12:00:00,2024-04-16 13:00:00,0 days 01:00:00,60.0,April,16
1348,Εργασία,16/4/2024,13:00:00,14:45:00," 
",16/4/2024,Εργασία,2024-04-16 13:00:00,2024-04-16 14:45:00,0 days 01:45:00,105.0,April,16
1349,Break,16/4/2024,14:45:00,15:00:00," 
",16/4/2024,Break,2024-04-16 14:45:00,2024-04-16 15:00:00,0 days 00:15:00,15.0,April,16
1350,Εργασία,16/4/2024,15:00:00,15:45:00," 
",16/4/2024,Εργασία,2024-04-16 15:00:00,2024-04-16 15:45:00,0 days 00:45:00,45.0,April,16
1351,Other,17/4/2024,07:30:00,08:00:00," 
",17/4/2024,Other,2024-04-17 07:30:00,2024-04-17 08:00:00,0 days 00:30:00,30.0,April,17
1353,Εργασία,17/4/2024,09:00:00,10:00:00," 
",17/4/2024,Εργασία,2024-04-17 09:00:00,2024-04-17 10:00:00,0 days 01:00:00,60.0,April,17
1354,Break,17/4/2024,12:00:00,13:15:00," 
",17/4/2024,Break,2024-04-17 12:00:00,2024-04-17 13:15:00,0 days 01:15:00,75.0,April,17
1355,Εργασία,17/4/2024,13:15:00,15:00:00," 
",17/4/2024,Εργασία,2024-04-17 13:15:00,2024-04-17 15:00:00,0 days 01:45:00,105.0,April,17
1356,Εργασία,17/4/2024,15:15:00,16:00:00," 
",17/4/2024,Εργασία,2024-04-17 15:15:00,2024-04-17 16:00:00,0 days 00:45:00,45.0,April,17
1357,Οικογένεια,17/4/2024,19:30:00,19:45:00," 
",17/4/2024,Οικογένεια,2024-04-17 19:30:00,2024-04-17 19:45:00,0 days 00:15:00,15.0,April,17
1358,Other,17/4/2024,17:15:00,17:45:00," 
",17/4/2024,Other,2024-04-17 17:15:00,2024-04-17 17:45:00,0 days 00:30:00,30.0,April,17
1359,Σπίτι,17/4/2024,21:30:00,22:30:00," 
",17/4/2024,Σπίτι,2024-04-17 21:30:00,2024-04-17 22:30:00,0 days 01:00:00,60.0,April,17
1360,Χαζεύω,17/4/2024,17:45:00,19:30:00," 
",17/4/2024,Χαζεύω,2024-04-17 17:45:00,2024-04-17 19:30:00,0 days 01:45:00,105.0,April,17
1361,Ύπνος,17/4/2024,19:45:00,21:30:00," 
",17/4/2024,Ύπνος,2024-04-17 19:45:00,2024-04-17 21:30:00,0 days 01:45:00,105.0,April,17
1362,Other,18/4/2024,07:00:00,07:30:00," 
",18/4/2024,Other,2024-04-18 07:00:00,2024-04-18 07:30:00,0 days 00:30:00,30.0,April,18
1364,Εργασία,18/4/2024,08:00:00,10:45:00," 
",18/4/2024,Εργασία,2024-04-18 08:00:00,2024-04-18 10:45:00,0 days 02:45:00,165.0,April,18
1365,Break,18/4/2024,10:45:00,11:00:00," 
",18/4/2024,Break,2024-04-18 10:45:00,2024-04-18 11:00:00,0 days 00:15:00,15.0,April,18
1366,Εργασία,18/4/2024,11:00:00,12:00:00," 
",18/4/2024,Εργασία,2024-04-18 11:00:00,2024-04-18 12:00:00,0 days 01:00:00,60.0,April,18
1367,Break,18/4/2024,12:00:00,13:00:00," 
",18/4/2024,Break,2024-04-18 12:00:00,2024-04-18 13:00:00,0 days 01:00:00,60.0,April,18
1368,Εργασία,18/4/2024,13:00:00,14:00:00," 
",18/4/2024,Εργασία,2024-04-18 13:00:00,2024-04-18 14:00:00,0 days 01:00:00,60.0,April,18
1369,Break,18/4/2024,14:00:00,14:30:00," 
",18/4/2024,Break,2024-04-18 14:00:00,2024-04-18 14:30:00,0 days 00:30:00,30.0,April,18
1370,Εργασία,18/4/2024,14:30:00,16:00:00," 
",18/4/2024,Εργασία,2024-04-18 14:30:00,2024-04-18 16:00:00,0 days 01:30:00,90.0,April,18
1371,Εργασία,19/4/2024,07:30:00,11:00:00," 
",19/4/2024,Εργασία,2024-04-19 07:30:00,2024-04-19 11:00:00,0 days 03:30:00,210.0,April,19
1372,Εργασία,19/4/2024,11:15:00,12:00:00," 
",19/4/2024,Εργασία,2024-04-19 11:15:00,2024-04-19 12:00:00,0 days 00:45:00,45.0,April,19
1373,Εργασία,19/4/2024,12:30:00,14:00:00," 
",19/4/2024,Εργασία,2024-04-19 12:30:00,2024-04-19 14:00:00,0 days 01:30:00,90.0,April,19
1374,Εργασία,19/4/2024,14:00:00,15:00:00," 
",19/4/2024,Εργασία,2024-04-19 14:00:00,2024-04-19 15:00:00,0 days 01:00:00,60.0,April,19
1375,Other,15/4/2024,06:30:00,07:00:00," 
",15/4/2024,Other,2024-04-15 06:30:00,2024-04-15 07:00:00,0 days 00:30:00,30.0,April,15
1377,Εργασία,15/4/2024,09:00:00,12:00:00," 
",15/4/2024,Εργασία,2024-04-15 09:00:00,2024-04-15 12:00:00,0 days 03:00:00,180.0,April,15
1378,Break,15/4/2024,12:00:00,12:30:00," 
",15/4/2024,Break,2024-04-15 12:00:00,2024-04-15 12:30:00,0 days 00:30:00,30.0,April,15
1379,Εργασία,15/4/2024,12:30:00,15:00:00," 
",15/4/2024,Εργασία,2024-04-15 12:30:00,2024-04-15 15:00:00,0 days 02:30:00,150.0,April,15
1380,Χαζεύω,15/4/2024,15:30:00,18:00:00," 
",15/4/2024,Χαζεύω,2024-04-15 15:30:00,2024-04-15 18:00:00,0 days 02:30:00,150.0,April,15
1381,Other,23/4/2024,08:00:00,08:30:00," 
",23/4/2024,Other,2024-04-23 08:00:00,2024-04-23 08:30:00,0 days 00:30:00,30.0,April,23
1382,Other,24/4/2024,07:30:00,08:00:00," 
",24/4/2024,Other,2024-04-24 07:30:00,2024-04-24 08:00:00,0 days 00:30:00,30.0,April,24
1383,Other,25/4/2024,07:00:00,07:30:00," 
",25/4/2024,Other,2024-04-25 07:00:00,2024-04-25 07:30:00,0 days 00:30:00,30.0,April,25
1385,Other,26/4/2024,08:30:00,09:00:00," 
",26/4/2024,Other,2024-04-26 08:30:00,2024-04-26 09:00:00,0 days 00:30:00,30.0,April,26
1386,Ύπνος,23/4/2024,00:00:00,07:30:00," 
",23/4/2024,Ύπνος,2024-04-23 00:00:00,2024-04-23 07:30:00,0 days 07:30:00,450.0,April,23
1387,Ύπνος,24/4/2024,00:00:00,07:00:00," 
",24/4/2024,Ύπνος,2024-04-24 00:00:00,2024-04-24 07:00:00,0 days 07:00:00,420.0,April,24
1388,Ύπνος,24/4/2024,23:00:00,07:00:00," 
",25/4/2024,Ύπνος,2024-04-24 23:00:00,2024-04-25 07:00:00,0 days 08:00:00,480.0,April,24
1389,Ύπνος,25/4/2024,23:30:00,07:00:00," 
",26/4/2024,Ύπνος,2024-04-25 23:30:00,2024-04-26 07:00:00,0 days 07:30:00,450.0,April,25
1390,Ύπνος,26/4/2024,23:30:00,08:00:00," 
",27/4/2024,Ύπνος,2024-04-26 23:30:00,2024-04-27 08:00:00,0 days 08:30:00,510.0,April,26
1391,Ύπνος,28/4/2024,01:30:00,07:00:00," 
",28/4/2024,Ύπνος,2024-04-28 01:30:00,2024-04-28 07:00:00,0 days 05:30:00,330.0,April,28
1392,Ύπνος,29/4/2024,00:30:00,08:45:00," 
",29/4/2024,Ύπνος,2024-04-29 00:30:00,2024-04-29 08:45:00,0 days 08:15:00,495.0,April,29
1393,Εργασία,22/4/2024,09:15:00,10:30:00," 
",22/4/2024,Εργασία,2024-04-22 09:15:00,2024-04-22 10:30:00,0 days 01:15:00,75.0,April,22
1394,Break,22/4/2024,10:30:00,11:00:00," 
",22/4/2024,Break,2024-04-22 10:30:00,2024-04-22 11:00:00,0 days 00:30:00,30.0,April,22
1395,Εργασία,22/4/2024,11:00:00,12:00:00," 
",22/4/2024,Εργασία,2024-04-22 11:00:00,2024-04-22 12:00:00,0 days 01:00:00,60.0,April,22
1396,Break,22/4/2024,12:00:00,13:00:00," 
",22/4/2024,Break,2024-04-22 12:00:00,2024-04-22 13:00:00,0 days 01:00:00,60.0,April,22
1397,Εργασία,22/4/2024,13:00:00,17:00:00," 
",22/4/2024,Εργασία,2024-04-22 13:00:00,2024-04-22 17:00:00,0 days 04:00:00,240.0,April,22
1398,Χαζεύω,22/4/2024,22:30:00,23:00:00," 
",22/4/2024,Χαζεύω,2024-04-22 22:30:00,2024-04-22 23:00:00,0 days 00:30:00,30.0,April,22
